User,Rating,Date,ReviewText
Somnath Rawat,Rated 5 stars out of five stars,04-May-20,"Realy it's amazing financial application.. This payment application is very simple,secure, and safe"
Rahul Chona,Rated 5 stars out of five stars,16-May-20,This is a very good app to send money and recharge and offers are also very good in it.
Meet Patel,Rated 1 stars out of five stars,14-May-20,My aadhar was linked to some other number and i using Mobikwik from new number and add 1000Rs. money into wallet but its not allow for to transaction as KYC can't be done to new mobile and my money stuck.
Pratiksha dharmik,Rated 4 stars out of five stars,04-Jun-20,Good and easy to transiction money!
minsa mutahir,Rated 1 stars out of five stars,06-Jun-20,Not good disappointed so much. Money deducted while recharging but never got recharged and neither refunded.
chandra shekar,Rated 1 stars out of five stars,30-Apr-20,"Fraud comany, Fake Address & Contact details. Sending mails for call back, no response, ready to clear outstanding, no link no details no outstanding statement. facing lot of problems My Canarabank account got bounced. Feb month emi cleared on 5feb & 29 feb Again you mobikwik some iditos sent payment request to bank account and due to low balance it got bounce. Dear Customer,Your ECS mandate TIED2228473 dtd 15-FEB-20 of Rs. Fake company...."
Keval Moradiya,Rated 1 stars out of five stars,03-Apr-20,5 day laft no but not successful transaction to bill payment of credit card.transction show panding from last 5 day and not resolve service request from last 3 day....
Rupesh Ghadge,Rated 5 stars out of five stars,03-Apr-20,I am really happy with Mobikwik. I get personal loan through Mobikwik.Great Service by Mobikwik.So much features in Application.One suggestion for Mobikwik kindly provided pre approved Credit card for relationship customer.Thank you
HARSH YADAV,Rated 5 stars out of five stars,03-Apr-20,It was very nice but sometimes super cash is not apply 😒 please work on it and all other things are super .
Deepak Kumar,Rated 5 stars out of five stars,07-Apr-20,Great experience and easy to use. Far better than others apps that I am using.
Pravin Pande,Rated 4 stars out of five stars,13-Apr-20,"Great app for Mobile Banking, recharge, bill payment etc are very easy payment from this app thank you Mobikwik."
Vignesh Kalyana Sundaram,Rated 1 stars out of five stars,23-Apr-20,Worst of the worst app ...Cheaters... I have paid my credit card bill from my debit card.The amount got deducted but not settled..no customer service ...don't ever and ever use the app
SUBBA RAO,Rated 1 stars out of five stars,13-May-20,"Loan option given in this app ,when I am trying to apply every time it will show the invalid request ,I think that loan option is fake"
shivam saroj,Rated 1 stars out of five stars,14-May-20,"Very worst app for recharge , bill payment , etc .I have lost my money Rs 49 . I hate this app too much.😡"
Hussain Rupawala,Rated 4 stars out of five stars,23-Jun-20,Cash back might be better if we get directly into wallet not super cash back
ahmed shareef,Rated 5 stars out of five stars,28-Jun-20,This application is nice responsible it was awesome and helpful thank u mobi
A Google user,Rated 1 stars out of five stars,20-Apr-20,Autozip is not turning on despite on time payment as on 20 April 2020 after latest update.
Vinay Reddy,Rated 1 stars out of five stars,10-Apr-20,This is very worst app ... I think google is very best app because this app is not working still ... Is said is fetching your account details ... So this app is very very worst appp😟😟😟😟😟
Ankur Puri Goswami,Rated 1 stars out of five stars,26-May-20,Failed recharge amount is not refunded by MOBIKWIK. Very bad app. Don't use it.
SANDIP CHAUDHARI,Rated 1 stars out of five stars,08-May-20,Not able to see my existing boost loan details. It redirects to apply for boost loan screen.
Santosh Yadav,Rated 5 stars out of five stars,16-May-20,This is very amazing app to have been using since 5 years without any problem.
Nitesh shaw,Rated 5 stars out of five stars,19-May-20,I m very happy by using this app it is very useful app for banking transactions and recharge purpose
Ashgar ali,Rated 5 stars out of five stars,24-May-20,Very good application. make payment easy and fast .my experiance about this app is excellent .
Prajesh Khuman,Rated 1 stars out of five stars,05-Jun-20,Worst app Still not update my kyc in instant loan section really wrost app ever also not given any loan and every time see submitted leds not match what the hell app
Amit Pandya,Rated 3 stars out of five stars,09-Jun-20,"Good improvement but, recharge cashback few. So please 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
madhu render,Rated 1 stars out of five stars,11-Jun-20,Worst app.worst customer service and every month same issues..it will never be user friendly like patym app.
Angad Kushwaha,Rated 5 stars out of five stars,21-Jun-20,Very good all payment options available this apps😀😀😀
Bong Viral,Rated 5 stars out of five stars,09-May-20,"This app is very good. If you recharge from here, you will get very good cashback. I got a lot of cashback from here. Let the company be by my side.... Thanks MobiKwik"
Manjeet Singh,Rated 1 stars out of five stars,14-May-20,I have no loan.but this app showing u have an active loan. How possible.many times complaint but still no solution
Jagdish Prasad,Rated 5 stars out of five stars,01-Jun-20,Very good indian app for online transactions and every type of recharges.
Manasi Sarangi,Rated 5 stars out of five stars,30-May-20,"Good app for bill payment, money transfer from credit card to bank account in an urgent basis."
Debopriyo Chakraborty,Rated 5 stars out of five stars,13-Jun-20,Very nice to handle and was for transaction
Rathod Prakesh,Rated 5 stars out of five stars,20-Jun-20,Good experience and helpfull getting more discount
sreenivasarao nalagangu,Rated 1 stars out of five stars,31-May-20,Worst experience money debited but not returned by mobikwik already 3 days gone. And every day ticket status is give some time to resolve issue same to mobikwik
varun teja,Rated 1 stars out of five stars,12-May-20,Generally I love this until It's horrible service since 16 days of money from wallet debited still no response from them and the money wasn't giving back.. I lost my money 😞...... Not responding your team I'll proceed legally
çrípsøñ,Rated 1 stars out of five stars,21-Apr-20,"One of the shitiest app i've ever seen . ""cashback on your 1st upi transfer"" but i get ₹0 . Really disappointed. Gonna uninstall the app right now"
Nikhil Mehta,Rated 1 stars out of five stars,20-Apr-20,Cheaters are taking payment in full for gift card purchase and status of the order shows success but never received gift card and they block the amount for a month and only after constant follow up will they process a refund!! Very INSECURE WALLET better to avoid
mohan Verma,Rated 1 stars out of five stars,26-Apr-20,"Worst app,Very bad experience with mobikwick. No one responded.its not helpfull.you are saying send mail many times I have send mail on feedback@mobikwick but no response. ,Till time 5 reminder mail I sent u"
Binu's media,Rated 1 stars out of five stars,18-Apr-20,wast app please don't download anyone.. i am recharge with Rs 249 and the money was debited from Bank but i can't see any transaction details in this stupid app.. very disappointing
satvir vaishnav,Rated 5 stars out of five stars,13-May-20,I feel very well to use the app there is no issue transfer money to bank account.
Javed Khan,Rated 1 stars out of five stars,16-May-20,"It shows, you will get 25 rs. cashback but after the transaction cashback couldn't be credit in my wallet. Worst experienced ever."
Krishna Ganesh,Rated 5 stars out of five stars,26-May-20,It is good aap for mobile and dth recharge but it is not ok for tranfer the money to the bank Because this app get chargers for transferring fiss
Pravin Choudhary,Rated 1 stars out of five stars,30-May-20,Fake app sending alot promotinal sms and emails that there is no option disable it. May God save from these sms.
manoj kumar,Rated 1 stars out of five stars,04-Jun-20,After changing the mobile I am unable to use it on other mobile saying that this no is registered with anather device but no one is helping even ur customer care team is dumb. Thay can't reslve and understand the problem also no one can reach mobiqwik customer care. Wrost application and wrost support team.
sunny aggarwal,Rated 1 stars out of five stars,27-Jun-20,Worst App. None of the stores are using this app. Fooling customers on the name of supercash. No virtual card. Stay away before they take away your money
khan sadiq,Rated 3 stars out of five stars,27-Jun-20,Charges for money transfer from wallet to bank is very high.
prachi shakya,Rated 2 stars out of five stars,13-Apr-20,Its okay type.Payments fails many times.No option to delete upi.No option to add money through mobile banking.
SUJEET DAS,Rated 3 stars out of five stars,25-Apr-20,It just ok but in further many possibility to improve hassle free use.keep progress.
RamPhal Verma,Rated 1 stars out of five stars,26-Apr-20,"Didn't got any cashback on my first ever Bill payment, such a useless app making people fool in the name instant super cash on first payment."
Prabhakaran,Rated 5 stars out of five stars,07-May-20,"Its Awesome App , I almost take 60000 loan and repayment done , Good Experiences with Mobikwik , I am trying to get another 500000 loan for my business purposes.hope I can get ..other than request everyone to use..Thank you Team."
Ranjan Moharana,Rated 1 stars out of five stars,07-May-20,The scratch cashback amount is very low. Uninstall this app. I purchase a scratch card using my wallet10 super case but I get only 4 rupees wallet case
What's Wrong,Rated 1 stars out of five stars,08-May-20,Worst app. Can't deregister my upi id. All the time keeps on crashing.
Nobey Abey,Rated 1 stars out of five stars,26-May-20,"Fake app, I Recharge my number through this application till it not active on my number, and the amount debited from my account. Till it not refund. Cheaters. Fake"
Anil Prabha,Rated 5 stars out of five stars,08-Jun-20,Awesome app for loan quick services and higher amount😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
Apu Sarkar,Rated 5 stars out of five stars,05-Jun-20,Nice app. It has very good offers. But this app works so slow
Mayank Tripathi,Rated 5 stars out of five stars,06-Jun-20,Best app but pan card Updation not support because I have the pan card in pdf format..
Devendra Dagur,Rated 1 stars out of five stars,27-Jun-20,Suddenly start charging from accepting payment upi and through mobikwik app. Worst experience .nobody is charging on upi app accept through upi and wallet.worst experience
Pankaj Bisht,Rated 1 stars out of five stars,05-May-20,Wrote app in every way . I never see like this wrost app any other. If here any negative ranking i will give to this app. I suggest all user never ever use this app . Very poor service and very poor system
Aburar Ahamed,Rated 4 stars out of five stars,09-Apr-20,This is useful for only ticket booking. If money transfer to bank maximum time failure.
rajat bahanwal,Rated 4 stars out of five stars,17-Apr-20,It's a great app to use for daily transfer and transactions.
Shamita Gupta,Rated 1 stars out of five stars,24-Apr-20,Worst app ever no response from coustomer care after raising many tickets. I am still awaiting for refund of faild transation in my bank account. Panding sinnce 22/4/2020 order id -5a3e2a00f2d83
NAGURU BABU,Rated 4 stars out of five stars,04-May-20,Great app bt small iaau3 wid recharge time will be take too long to recharge.
pritish majumdar,Rated 5 stars out of five stars,10-May-20,Great App .. tried it for the first time it is one of the best payment App.
vidit singh,Rated 1 stars out of five stars,09-May-20,I recharged a mobile number of bsnl which shows payment successful by mobikwik but there is no recharge in my number. Money deducted from my mobikwik wallet and can not be refunded .worst app
Ratneshwar Tiwari,Rated 3 stars out of five stars,08-May-20,This app runs good but sometimes you face issue with transactions.
Pravakar Dash,Rated 1 stars out of five stars,23-May-20,Good aap but money transfer charges is too high... so i m rating as single stat only.
praful borker,Rated 1 stars out of five stars,16-May-20,"They are doing cheap business by making consumers fool in ""supercash"" thing. I will say Soft interface, easy to use. Better to find another Application"
Usha Essakimuthu Thevar,Rated 1 stars out of five stars,21-May-20,Very very Bad Services by Mobiquick team. All my recharges have stuck and this platform is not authentic to do any transaction. Fraud App it is.
Priyank,Rated 1 stars out of five stars,23-May-20,"I have a very bad experience using this app, It crashes when opening."
BL Trivedi,Rated 5 stars out of five stars,30-May-20,Easy user interface and also the cashback is attractive.
AllaNarasimhaPrathap Reddy,Rated 5 stars out of five stars,20-Jun-20,Good online payment app offers also is very helpful
Jignesh G. Bhatt,Rated 1 stars out of five stars,04-Apr-20,"Needs to reduce unnecessary advts. and frequent notifications. Supercash is bad idea, instead provide direct cashbacks."
ravi agrawal,Rated 4 stars out of five stars,11-Apr-20,Its Great and user friendly app. Fast transactions with many options.
Ramrekha pandey Ramrekha pandey,Rated 1 stars out of five stars,21-Apr-20,Wrost app.. Recharge doesn't complete at the time and money deducted from wallet 😠😠😠. I like to give this zero star.. 0000000
Raja Raaj,Rated 5 stars out of five stars,25-Apr-20,It is the best app for quick recharge and it has get extremely rewards on your payment.
Rabindra Kumar Bhoi,Rated 3 stars out of five stars,10-May-20,"Payment is very slow processing.... Let me show ""its banking experience is too slow down""....."
Naveen Kumar,Rated 5 stars out of five stars,17-May-20,All is good.This app in top 5 apps on digitel money app. but supercash redeem limit maybe increased and supercash conversion into money₹ rate maybe increased.
sam's vhora,Rated 5 stars out of five stars,01-Jun-20,Vari useful app. It's to fast service. Veri nice .. and easy..
Sreejith R,Rated 5 stars out of five stars,10-Jun-20,Very easy to use. No hanging problems
hitesh chouhan,Rated 5 stars out of five stars,28-Jun-20,"Useful, easy to use, i enjoy toatlly with this application."
YASH DHAWAN,Rated 1 stars out of five stars,29-May-20,I have paid electricity bill and its showing that amount is refunded to bank but their is no amount refunded to my bank it is a poor app
Sachin Gulia,Rated 1 stars out of five stars,14-Apr-20,"I done my cc payment thru mobilkwik 4april but the app told wait some time to proceed payment.after some time my payment succs. Notfiction recvd.so i am tention free,but after 2 days i recive another notif. Your paymnt faild i was shocked because today was my due date of cc. Then i call custmrcar she told our t&c and disconnect my call Till date 14 april i am not recive my rs21k. any asistnse not solve my problem And my cc interst regular increase day by day Very wrost app face in my lyf"
paramanlr78 6,Rated 1 stars out of five stars,13-Apr-20,Very very dirty app in this play store its a very very fake app friends please avoid this very worst. Its taking my money. .. If it transfer my money to bank/wallet it s telling something went wrong.. What is this its very very worst app..
Harikrishna Hari,Rated 4 stars out of five stars,19-Apr-20,Compare to google pay and phone pay this is the one of best app to transfer the money and this is Also give a some benefits. I feel very better
Alok bajpayee,Rated 5 stars out of five stars,01-May-20,Real cash back giving app compare to other..i always useing other app mostly time bt not even giving a single cash back nowdays..bt this app is good..
seema bano,Rated 4 stars out of five stars,04-May-20,thank you for your quick responce and quick service now my problem is solve and you guys please fix all the bugs and make this app better and better.
himanshu datye,Rated 1 stars out of five stars,12-May-20,Worst. I have not received my money for past 7 days while adding money you guys always have this issue you guys gave me #14801153 this stupid ticket no that doesn't help I have sent you screenshot all the required info return my money.. worst experience ever.. can't take this anymore
Gopal Dashrath,Rated 1 stars out of five stars,24-May-20,Using from last 4 yrs...Trying completing my kyc to draw loan bt every time it's giving error that face does not match with aadhar....m the same person then why the hell app is not taking that.
rahul ranjan,Rated 1 stars out of five stars,25-May-20,Unable to login and very bad customer support service.
Kanchan Mala,Rated 1 stars out of five stars,29-May-20,"Why this app is not opening in my mobile? I am very disappointed. now, it seems that i can not get my money back from this wallet. It's total waste of time and money."
Swarna Plastics,Rated 5 stars out of five stars,04-Jun-20,Best app to make payment for your mobile bills
TECNICAL YASH,Rated 5 stars out of five stars,05-Jun-20,Best application and instant loan is very best
Rahul Mewara,Rated 1 stars out of five stars,04-Jun-20,"This app has eaten my money, yet it has not come, what is the bad app, it cheats, I should not do a single transaction."
Sidheek Purathur,Rated 1 stars out of five stars,14-Apr-20,"Now this mobikwik wallet not prominent,Usually all transaction of recharge delay or failed."
Rajesh Chopra,Rated 5 stars out of five stars,09-Apr-20,Very usefuly app many service in app but more service must come. and Rajasthan service must come.
ayush prabhat,Rated 5 stars out of five stars,12-Apr-20,This app is pretty smooth and user interface felt better than other online payment platforms
Mohd Gunshavali,Rated 1 stars out of five stars,15-Apr-20,Hello I'm mobikwik Marchant account holder I received money on 13 April but still it not showing in wallet even I can't report complaint about that can you resolve that problem it's an urgent
manoj mandal,Rated 5 stars out of five stars,22-Apr-20,Great app helpful when we need superb more options for transfer to wallet and bank account in quick time I like the app hope that everyone watch this and like the app
jimesh khatri,Rated 5 stars out of five stars,28-Apr-20,Update to super cash max to max useable. Bcoz it's terrible.. always n not all times useful it but when i have to wish uses to max ..
Krishna Sharma,Rated 5 stars out of five stars,28-Apr-20,Good app easier to recharge international numbers also fully satisfied with this service. ❤
Neelam Negi,Rated 4 stars out of five stars,04-May-20,I like this app but u can transfer ur money in bank account but it will take charges.this thing i don't like.
Satyam Gautam,Rated 1 stars out of five stars,14-May-20,2093 rupees has been deducted from my credit card but didn't get credited to my wallet or account. I raised a complaint already but didn't get any response. Also I am not able to log in again everytime it showing my account is disabled without any reason. Refund my money as soon as possible.
Prajwal panigrahy,Rated 1 stars out of five stars,22-May-20,It really worst app .. i have tried for max time to get loan but don't give me.. and i have a good credit score.. what a bad app
Mustafa Khan,Rated 4 stars out of five stars,23-May-20,This app is very nice but only wallet balence transfer in Bank account you take charege this service is not good other service is very good in this app
Ankush rajput,Rated 2 stars out of five stars,28-May-20,I want to recharge in spain and it always shows(facing issues)
Devilal Jat,Rated 5 stars out of five stars,28-May-20,Nice app....get superfast facility & offers of cashback & discounts...u must use it to get instant benefits
Rajat Seth,Rated 5 stars out of five stars,04-Jun-20,"Great App, no fake offers, best part use super cash, must download and use this app"
Dheeraj Das,Rated 5 stars out of five stars,04-Jun-20,The best and Easy to use for recharges and bill payments.
moin uddin,Rated 1 stars out of five stars,17-Jun-20,Disgusting service i am trying to unblock my pin since 6months daily i am raising ticket still they didn't respond wrost service i have seen in my life careless
Kausari Khatoon,Rated 4 stars out of five stars,22-Jun-20,Amazing cashback and more easy access
Jitendra Kumar Yadav,Rated 5 stars out of five stars,25-Jun-20,This is a nice app for all Indians . Mobikwik is working too good. I like this app.
Asha Patel,Rated 5 stars out of five stars,23-May-20,Its amazing app so far. I love mobikwik app..it has solved all my payment problems with amazing cash back.
Rajesh Kumar Ujinia,Rated 1 stars out of five stars,23-May-20,"Wrost app Not benefit No Good cashback offer on UPI transfer money, recharge ,bill payment Mostly Petrol pump (ESAAR PETROL PUMP) offer not there available Essar, Indian oil, Bharat petrol pump & HP petrol pump"
Sachin Naik,Rated 1 stars out of five stars,01-Jun-20,They never give you loans. First they accept all documents and later they will tell that your application is declined try after 30days. Every time they do the same
Vibha Srivastav,Rated 2 stars out of five stars,01-Jun-20,The app is doing work very nicely but today I am recharge my mobile and offer is that 25% cash back but they are not give me cash back
lokesh kumar soni,Rated 4 stars out of five stars,06-Jun-20,Good but Money Transfer from Wallet to Account very high processing fees
Keshav Kant Yadav,Rated 5 stars out of five stars,24-Jun-20,Unable to connect customer care for solutions
Puspen Ghosh,Rated 1 stars out of five stars,03-Apr-20,No customer care number. Very poor recharge experience. Money deducted but recharge not done. Could not get the money refunded.
mithilesh patel,Rated 2 stars out of five stars,08-Apr-20,I am getting problem to use my wallet balance for electricity bill. It is not allowing me to use my Wallet Balance for electricity bill.If i have wallet balance then why they are showing me restriction to use my wallet balance for pay electricity bill. Please resolve it.
MANISH PATEL,Rated 4 stars out of five stars,10-Apr-20,"Nice app, but the supercash balance expiry duration must be more.."
Piyush Kamriya,Rated 5 stars out of five stars,15-Apr-20,"Its helpful who had no recharging sim by company it's supercash is used at @5℅ and in retailer sim hai 6℅ therefore it is great app for bill payment, recharge etc."
Avinash Sikarvar,Rated 5 stars out of five stars,08-Jun-20,This app is not work properly at this time so I am disappointed because 3 recharge failed ..
Aniket patel,Rated 3 stars out of five stars,21-Apr-20,In only 10 mins I got cheated . Sign up and recharge of rs 600 and money got deducted but recharge not done so what to do and now when I am trying to login it's shows user disabled . It seems that this app is fraud . Whats the reason . But now thanks for the help . I got meney in wallet and now I can login
Mrityunjai Singh,Rated 3 stars out of five stars,28-Apr-20,Today I trying to pay bill of credit card amount deducted from my account but not credited to my credit card and in history transaction status show success.
Planet Entrtenmet,Rated 1 stars out of five stars,13-May-20,Last 5 day to continue email but not response your customer support I have a send 10 time mail transaction detail attach but not solve my problem
Kamtan kiran kumar,Rated 5 stars out of five stars,11-May-20,Application is good and no problem while doing transactions
Vicky Kumar,Rated 5 stars out of five stars,13-May-20,very nice but service is slow. processing is not fast
SURAJ GOSWAMI,Rated 1 stars out of five stars,30-May-20,"Many problem in this apps no transaction, no remove bank accounts, no deregister upi"
Chanti Sheelam,Rated 1 stars out of five stars,09-Jun-20,Very worst app no offers fraud supercash offers to cheat customers and no transactions to transaction exeed this month showed don't use this app
Praveen Bajaj,Rated 1 stars out of five stars,18-Jun-20,Poor services customer care number is not available. Any issue where to go
Shivansh Rathod,Rated 1 stars out of five stars,23-Jun-20,"FRAUD I've done my recharge of 100 ₹ The amount deducted from my account, But it wasn't even showing in mobikwik's recharge or any other history. Thus, I contacted customer care immediately. They said the payment is declined at bank state that's why it wasn't showing, it'll be credited to your bank account within 10 days working days, so 19 june ko 12 baje se pahele aapke account main aa jaaenge.. Aisa bola mujhe (I've recorded convocation) today is 23rd june i didn't received a single penny!!"
Krishna Love,Rated 5 stars out of five stars,29-Jun-20,Best huge money saving payment app over all another applications
Manikandan Warrier,Rated 5 stars out of five stars,06-May-20,"I like it,very good app Good customer service ,very easy to use and fast"
subhash kumawat,Rated 5 stars out of five stars,14-Apr-20,"It's very nice app.all facility are available in this app, but in water bill PHED Rajasthan is available, so sad...plz Add Biller Water PHED RAJASTHAN , Thank you...."
Uttam Bhange,Rated 5 stars out of five stars,15-Apr-20,I have received recharged amount Rs 141/- wich is failed i have satisfied with the app and this is very useful app for any UPI payments
SHAILESH MAKWANA,Rated 5 stars out of five stars,24-Apr-20,Simply... Great... App... I am soooo happy... Very easy and super fast... Transactions...
jasvinder singh bhullar,Rated 4 stars out of five stars,20-May-20,So much problems comes when I use this for international recharge . Continue facing this problem .no solution have this problem
#Kool Status,Rated 1 stars out of five stars,15-May-20,Worst experience... So much try bt can't add aadhar no. ??? I already add 8500+ Rs from credit card ...bt can't use it ...it's Painfull & can't able to talk with any CCare executive regarding issue ... really baddddd
Sanjib Sinha,Rated 1 stars out of five stars,24-May-20,"I am unable to unblock my security pin, I tried everything as the app ask me for. A please help me for unblocking my security pin."
Jitendra Batham,Rated 3 stars out of five stars,30-May-20,App is good but need to improve In transactions cashback.
Shashikant Pandya,Rated 5 stars out of five stars,29-May-20,Nice app n nice schemes.but allow wallet balance also for deduction for any payments.
Gudla Venkataramana,Rated 5 stars out of five stars,08-Jun-20,Excellent banking app for all mobile users. Thank you team Mobikwik
NAG B,Rated 1 stars out of five stars,25-Jun-20,Loan option is worost. My details all are correct but they reject my loan application. This is Totally Fraud. mobikwik collecting customers data only. Not for giving loans
Simron salona,Rated 1 stars out of five stars,28-Jun-20,Fake app... No referal money after successful refer.. waste of time.. I use this app for some days.. but I don't get cashback.
Asha Pandya,Rated 3 stars out of five stars,25-Jun-20,Good improvement but cashback zero so please recharge pe cashback do. 🙏🙏🙏🙏
saravana kumar,Rated 5 stars out of five stars,09-Jun-20,Works good and fast . Transactions are perfect
sgvlog all,Rated 1 stars out of five stars,08-Jun-20,Mobikwik never refund unsuccessful recharge. Mobikwik show that the rechage successful. Mobikwik all time chit whit customar.
leap life,Rated 1 stars out of five stars,06-Apr-20,What service is this..? Not yet credited to my credit card account... Due date was yesterday.. Payment done on 04 April 20 If the credit not possible then return the amount. ASAP without any further delay.. Thanks..
Simi Gusain,Rated 3 stars out of five stars,13-Apr-20,Good app but need to work on slow connection also then it will be great
Sulekha Devi,Rated 1 stars out of five stars,14-Apr-20,"Totally pissed off. I used MobiKwik for paying mu credit card bill. I've paid it 4 days ago but yet is showing in pending status. When I tried to contact MobiKwik costumer care, they have not replied to my complaint yet. Never use this app. They just creat app and forget about after services."
Hareesh .V.S,Rated 1 stars out of five stars,15-Apr-20,D2h recharge failed on 1st april 2020. Rs.230 deducted from account. Still didn't refund to bank.
MAKSUD ANSARI,Rated 5 stars out of five stars,25-Apr-20,It's a great app really all the Services are vey well and working also fast from other online payment app
bhaven save,Rated 1 stars out of five stars,29-Apr-20,Application slow and difficult please update your application. Lone function old but new update available
BHUWANTA PURAN,Rated 5 stars out of five stars,13-May-20,"Excellent services are being provided but unfortunately Mobikwik is not available at many places. It is nice app should be installed at every shops, business places, chemist shops etc."
Rahul Lodhi,Rated 2 stars out of five stars,27-May-20,I do a recharges where was 25 cashback in 48 hours but not found any cashback!! it a bad
Siva Prakasam,Rated 1 stars out of five stars,14-May-20,Money deducted for Jio recharge but recharge not done. It's been 24 hours no revert nothing very worst app suggest not to use mobikwik
Krishnan K,Rated 1 stars out of five stars,25-May-20,"Cheating App...Cash backs are given in the form of Supercash but not usable for recharge, bill payments...I have 150rs in my profile...worst app.... Better use Amazon"
shweta parashar,Rated 1 stars out of five stars,27-May-20,Worst nd fraud app i was trying to pay to grofers via this app but payment got stuck in mobikwik nd when i was trying to pay it wasn't happening. After that when i was trying to send balance from wallet to my account again they charged me 263 rs. What was my mistake i didn't add that money into wallet then who should i suffer. Frauuuuuuuuuud.
ziad hassan,Rated 5 stars out of five stars,01-Jun-20,Super cash benefits are excellent. Great App for Bill's payment
Sudesh Devi,Rated 5 stars out of five stars,30-May-20,Very easy to use in small mobile this upi app is only for my mobile.. which runs good and available in playstore.
Marjawa End,Rated 5 stars out of five stars,25-Jun-20,There are many apps in the market but mobikwi is a one of my best app for ever
Ramu kummari,Rated 2 stars out of five stars,25-Jun-20,"Not available any recharge offers continuously, multiple times"
Ranadeep meenagoni,Rated 5 stars out of five stars,15-Apr-20,Every time showing timeout error and amount debited but not yet credited in bank account..supporting portals are not working.. worrest support model
RAHUL KUMAR,Rated 1 stars out of five stars,02-Apr-20,Very bad service I had rechargeed three times but all time pending.. I never believed.
Ess Aadi,Rated 1 stars out of five stars,04-Apr-20,Disgusting app....in the world......because i made a recharge for sim.......then money is cutted from my account....and recharge failed....... مجے اپنے پہسےواپس کرو
Rishabh Jain,Rated 1 stars out of five stars,12-Apr-20,I tried to recharge but the amount got deducted from my account and the transaction failed.
Mudasir Parah,Rated 1 stars out of five stars,17-Apr-20,"I have not found my cash back I transferred money, i have also recharged my phone a lot of times but cash back not received"
Mahai Zimik,Rated 4 stars out of five stars,25-Apr-20,"It's really helpful to those who don't have time to go outside eg: paralyse, coma or else. So i would like to share this app to my friends, and i'am going explain about this app to many people as much as i can...."
Manish Gotad,Rated 5 stars out of five stars,13-May-20,Great mobile recharge app. I saved 2 rupees every recharge.
Nikhil Karande,Rated 5 stars out of five stars,20-May-20,Superb Application Superb Offers. One of Favorite Wallets of mine for good Cashback.
ER. ANUPAM,Rated 5 stars out of five stars,18-May-20,"Very nice and working properly mowikwik application ,,I always like since 10 years and use also"
Pradeep Sunar,Rated 1 stars out of five stars,25-May-20,My last recharge cashback offer COMBO25 is not credit in my account yet. my last recharge on 22 May Invoice notify for about cashback. Congrats cashback worth 25/- is will be credit in 48 hours but still not credit yet
M.P. Tiwari,Rated 2 stars out of five stars,26-May-20,Unable to call customer care always switch off. Where we should contact for any dispute or any money traped.recieved from customer but not credit into account unable to track status
Gopal prajapat,Rated 1 stars out of five stars,01-Jun-20,Very bad app whenever i try to complete KYC they show uidai not working and push back
Mangesh Puranik,Rated 1 stars out of five stars,29-May-20,Worst app and worst service. I made a jio recharge of 599. My money deducted from bank and here in my app i got a message of error.
Rahul Gajula,Rated 1 stars out of five stars,13-Jun-20,"Worst app, I have recharge 3days go ,the recharge unsuccessful money was deducted and no one cares , I don't suggest this app to anyone"
madhup sahay,Rated 2 stars out of five stars,19-Jun-20,Many problems in your wallet and services
Anita Nishad,Rated 1 stars out of five stars,23-Jun-20,"I tried first time this app to pay bill but this not linked my any bank account, feeling bad while using this app, so bad"
Hritik narula,Rated 1 stars out of five stars,28-Jun-20,App was not downloading please help it stuck on 90 percentage.
SUCCESS NEWS,Rated 1 stars out of five stars,07-Apr-20,This app is very important for me but some wallets balance is not deduct for wallets this app direct link account balance deduct.so plz provide to options for wallets to account.solve this problem
Nilesh Shirke,Rated 5 stars out of five stars,12-Apr-20,Great Service and App. It's very benifitial and multipurpose.
Vinay Rupani,Rated 1 stars out of five stars,03-May-20,Worst app. Before use security pin is block. And customer care are also not responded.
RAJDEEP BANERJEE,Rated 5 stars out of five stars,05-May-20,Nice App And It Is Very Easy To Use. Excellent User Interface. 😀😀😀😍😍😍
BOHEMIA FAN,Rated 5 stars out of five stars,06-May-20,Great app very easy cashless payment This app is very strong about payment
Shrikar Naik,Rated 1 stars out of five stars,08-May-20,"Do not install, useless service. Helpless costumer service..."
Insane Darksider,Rated 1 stars out of five stars,07-May-20,I'm unable to delete my bank details and card details....😠😠😤😤 Please solve this issue as early as possible
Jay shankar Sharma,Rated 5 stars out of five stars,11-Jun-20,Very simple and fast.
gowtham sp,Rated 1 stars out of five stars,13-Jun-20,Can't upload my selfie while applying for loan it shows error saying invalid request
Dipali P,Rated 1 stars out of five stars,17-Jun-20,I had a very bitter experience 😏....very bad application I had seen ever....I was already paid my loan emi for June month...but they wants me to pay again... why?????and why should I pay overdue if I was already paid my loan amount in June month.... cheapest application I had ever seen.....
Desai Karna,Rated 1 stars out of five stars,13-Jun-20,"3rd Class app, done online shopping through this app, money got deducted and order didnt get placed, i seriously recommend you to dont use this app to do online transaction, instead use phonpe, paytm."
nilesh Kumar,Rated 5 stars out of five stars,08-Apr-20,Good application but same time not given bonus I changed another application recharge etc.
Vishal Mishra,Rated 1 stars out of five stars,08-Apr-20,My zip balance activated but again and again when I have to used it shows old update...I have to update app..
