User,Rating,Date,ReviewText
Pardeep Kumar,Rated 5 stars out of five stars,17-Apr-20,"Wonderful , safe and easiest to operate and pay"
Kush Tanwar,Rated 1 stars out of five stars,21-Apr-20,Poor service please you don't download this app I paid my credit card bill but my money has been deduction from my account but my credit card bill was not paid
bankim batra,Rated 1 stars out of five stars,02-May-20,Always add money error
sridhar sridhar,Rated 5 stars out of five stars,07-May-20,Better experience fast recharge
praveen kumar,Rated 5 stars out of five stars,15-May-20,Not good before. But Mobikwik has improved a lot.
LovELY 9 yaK Boy,Rated 4 stars out of five stars,09-Jun-20,Very easy use and nice this app
Raju Kumar Pandit,Rated 1 stars out of five stars,27-Jun-20,I'm referring my link with my friends but no anyone cashback this is very disappointed...
Ashish Kumar,Rated 4 stars out of five stars,12-Feb-20,Amending my last review..I find the wallet as good as any retail banking service. Also supercash (rewards) program is quite good and applicable on host of platforms
suman jonna,Rated 3 stars out of five stars,10-May-20,"Amazon gift card not available,when it is available?"
Sangeetha Nayak,Rated 1 stars out of five stars,11-Mar-20,Rs. 349/- is deducted from my account. But there is no history of amount deduction. In one side mobikwik tells that it is added to wallet. But it is not seen. There is no option to complaint in my login account. Why?
bhoomika makwana,Rated 2 stars out of five stars,23-Jan-20,The app gives discount but i can't complete my transcition due to some reason. So i give this app only 2 stars for this problem
Satish Atmuri,Rated 4 stars out of five stars,23-Jan-20,"Very Easy to Do Mobile recharge,DTH, Bills and More. More importantly promo's and offer's are very Best"
Bishnu Behera,Rated 1 stars out of five stars,25-Jan-20,i am unable to transaction dur to otp issue and no service no helpline number however mentioned helpline but not connect as switched off not rechable
Subir Kumar Upadhyay,Rated 5 stars out of five stars,26-Jan-20,This app is the best app in the world. Everything is so fast. Amazing. I love this app very much. Long live.
Bonaventure Ezung,Rated 5 stars out of five stars,26-Jan-20,One of the most reliable payment apps. Great saving using Supercash.
Fact Stories,Rated 5 stars out of five stars,08-Feb-20,Nice App for to earn extra perks on any purchase. App is collaborated with many sellers and online offline stores and offers.
Satyam singh,Rated 4 stars out of five stars,14-Feb-20,"Best app, if it continues to provide best cash back offers as well..... otherwise there are many competent in the battlefield.👍"
Venkatesh .T,Rated 4 stars out of five stars,14-Feb-20,Very good application to use...but fee deduction for money transfer from wallet to bank is high.
K NAVEEN KUMAR,Rated 1 stars out of five stars,28-Feb-20,Don't use this app and No customer support. If your money is gone that's all gone. It won't come back
Harsha Vinukonda,Rated 1 stars out of five stars,20-Mar-20,I recharged my mobile number money is deducted but recharge is not done money is not refunded bloody cheap app.
crazy bot,Rated 1 stars out of five stars,18-Mar-20,"worst and fake app, I have loaded 5500 rupees from my bank to wallet and tried to transfer the money from wallet to my frnd bank account, amount wast deducted but didn't credit to my friend. its been three days no one is there for customer service and no didnt get my money.. iam going to lodge cyber crime complaint tomorrow in hyderabad. I will sue the company for sure."
vijay kumar,Rated 1 stars out of five stars,29-Mar-20,"Loan activated but withdraw time email id not found, no OTP, customer care not respond, mail id also not found.mail delivery failed."
Meer Rashad,Rated 1 stars out of five stars,02-Apr-20,The most worsted Payment app I have ever used. Very very bad Promises of Cashback offer but didn't get it.
Komal Tyagi,Rated 5 stars out of five stars,07-Apr-20,Please remove the transfer fees.. It should be free
Tulsi Dabhi,Rated 5 stars out of five stars,11-Apr-20,super app but increse more caseback option
sanju yaduvanshi,Rated 3 stars out of five stars,12-Apr-20,Most app but pending problem
Saddam Hussain,Rated 5 stars out of five stars,26-Apr-20,It's great application but customer care servise is not good
NITESH KUMAR SHARMA,Rated 1 stars out of five stars,06-May-20,Worst app. I couldn't login.
Subarna Roy,Rated 5 stars out of five stars,12-May-20,Awesome app... Fast transaction and easy to use.
App Data,Rated 5 stars out of five stars,17-May-20,"Difficult to use interfere,, particular its supercash when paying at reliance store,, its ny showing to redeem option.. rest ok"
Rahul Yadav,Rated 1 stars out of five stars,22-May-20,"Very bad service from Mobikwik, no proper contact/helpline number, mene mobile recharge kiya mujhe cashback milna tha jo 24 hours me milna tha aaj 72 hours beet gye cashback nhi mila, na hi koi help hui. I hate it."
Sanjay Paswan,Rated 1 stars out of five stars,08-Mar-20,Worst app no customers care service I paid credit card bill 12526 three days ago still showing pending no one given resolution to me no customers care service only help center chat service
Prasad Yadav,Rated 1 stars out of five stars,21-Mar-20,I pay my credit card bill through mobikwik on dated 09/03/2020 of amount 1662.and its due date is 13/03/2020 but recently(16/03/2020) got sms that my payment is not sucessful and i got fine of 750rs so you have to take whole responsibility of such things and give me fine amount also also there is no customer care
Leonard Christian,Rated 5 stars out of five stars,18-Jan-20,Honest and a transparent app. Charges what it actually should. Easy options to use :) Keep it up team!
SILVEROAK Hotels,Rated 1 stars out of five stars,30-Jan-20,Useless app.. They say Flat 30% off on railway booking.. I didnt get any discout whatsoever...
sunny kushwah,Rated 1 stars out of five stars,01-Feb-20,Again facing problem with login and fund transfer. This should not happening.... Worst app
Rahul singh,Rated 1 stars out of five stars,13-Feb-20,Very worst app was buying gift card and money was deducted from bank but there is no gift card generated waiting from one week support center they are not responding on call they do respond too call I have waited 20 min on hold still no respond just worst customer service and app
Mahendra Patil,Rated 1 stars out of five stars,24-Feb-20,"I am here to post my negative feedback I paid credit card bill but even after 4 days went still it's showing pending contacted customer care help but no response 46hrs passed I got fine for not processing my payment, worst experience it was, again many times couldn't book tatkal tickets due to otp problem many times money deducted from wallet and ticket not booked. Heartly request you to shutdown your app and services don't create trouble for people"
Kelly Fernandes,Rated 5 stars out of five stars,28-Feb-20,Good app. Still getting the hang of it.. but the reward system is very good.. amazing app to use for all payments
SaNdY,Rated 1 stars out of five stars,02-Mar-20,"My credit card bill payment done on 29th feb...... still showing pending in app ,amount not credited to my credit card"
Suryansh Giri,Rated 1 stars out of five stars,09-Mar-20,Wrost app ever...it take more than 2 days to do your recharge after deducting the money...fade up with this.
Shantilal Jamra,Rated 5 stars out of five stars,10-Mar-20,This app is very interesting useful of the transaction of save our credit many offers kind of difference offer is available on thisvery very nice app for transaction money and book ticket in anything ....etc
Mridul Gupta,Rated 1 stars out of five stars,15-Mar-20,Pathetic. One the worst Wallet / UPI apps i have ever used....they cheat you in numerous ways plus their customer support is horrible! I would never recommend this app to anyone. Not even if they pay me to refer.... (😂Which infact they promised....but never gave....like their other schemes!) And the concept....of Supercash(redeemable)....feels just like a particle of sand in a huge beach(the actual bill amount). Totally disappointed!
Daniel Willison,Rated 1 stars out of five stars,17-Mar-20,"Awful, they never send a one time password, probably a fake app to get your number."
Sandeep Rai,Rated 5 stars out of five stars,03-Apr-20,Hello Thankyou for this app from which we will be recharge easily....
Rajendran Gokila,Rated 5 stars out of five stars,05-Apr-20,It helpful for mobile recharge and UPI banking transaction
Sushil Kumar Shriwas,Rated 4 stars out of five stars,14-Apr-20,Nice... Payment mode it's Very Smart app
Kp Patel,Rated 5 stars out of five stars,19-Apr-20,This is very helpful and very easy
shubham dixit,Rated 1 stars out of five stars,19-Apr-20,worst app i paid my bill of Rs 2000 through this app and amount deducted from ny account but no payment recipt shown in the uppcl site.
Munduru Venkata Siva Rama Krishna,Rated 1 stars out of five stars,01-May-20,Even rating 1 is more than enough for this app.please don't download this app.for every transaction they will be charging.please be careful
Baban Raja official,Rated 5 stars out of five stars,16-May-20,Nice app for online payment.
uday kumar G,Rated 2 stars out of five stars,14-Feb-20,Boost loan not yet activated from last 2 years...all the time it shows not extended
Amit kumar,Rated 5 stars out of five stars,22-Apr-20,Very Nice app for transaction and recharge offers..
Rajkumar Ponnusamy,Rated 1 stars out of five stars,27-Mar-20,"Cheating, fadulant and Worst App for Recharging BSNL prepaid and more deficult to contact customer care. I lost 5 diffrent Recharges and not able to get refunded."
Rinkesh Patel,Rated 1 stars out of five stars,20-Jan-20,fraud- debited by Realme.... but no sms or OTP by mobikwik which I never transaction...still problem not solve... after 15days Without otp how transaction complete??? What is security now.... even email to details to the company...no action 🙄
Karan Bhagat,Rated 1 stars out of five stars,25-Jan-20,Bad app. First they give you supercash. But so many restriction to use such supercash. At the end it will definite loss to you. As supercash shall be expired in next month.
Chezhiyan P K,Rated 1 stars out of five stars,28-Jan-20,"I have bought Amazon gift card on 22 Jan 2020 via mobikwik, amount debited from my account but didn't receive the Amazon gift card. Please resolve the issue ASAP."
Apratim Basu,Rated 4 stars out of five stars,25-Feb-20,Great app - the supercash option is really good. It just should do more on merchant offers.
vilvanathan A,Rated 1 stars out of five stars,01-Mar-20,Very very worst app..I trusted this app..and also try to apply personal loan..but always it says unable to process...better remove that offers...don't believing all they say...
jitesh prajapati,Rated 3 stars out of five stars,22-Mar-20,Enable to add bank account.mobile no . varification failed.i check my mobile no.with my bank account.but sms varification failed.please give any solution.
Milind Patil,Rated 1 stars out of five stars,11-Apr-20,Money deducted from bank but show transaction cancel
Narendra forms,Rated 1 stars out of five stars,17-May-20,Worst app with supercash feature lost all my 1000/-Rs
Aj Sidar,Rated 5 stars out of five stars,30-May-20,Good and easy to use. I like it.😍
shakti Meena 127 status,Rated 5 stars out of five stars,16-Feb-20,"This app is better because it's fast and secure payment & give all type of offer like as mobile, dth Make some need better of recharge offers"
Nishama Trend Maker,Rated 1 stars out of five stars,25-Feb-20,I recharged my mobile.. it deduceted mo ey from my bank account but not recharged my mobile number.. now am gonna ununstalll it for poor performance. Don't install this app it is a fake app
Harsh Entertainment,Rated 5 stars out of five stars,24-Feb-20,It's very easy and immediate loan process..I got loan in hardly 5 min. Very Good. Thanks you.
kanhaiya lal Prasad,Rated 5 stars out of five stars,03-Mar-20,"I use mobicuik very freequently and thanks for quick sirvice. Some time having issue but its technicaly, i know. After all it make us cheer."
Gopu sandeep,Rated 1 stars out of five stars,06-Mar-20,"Waste customer care service worst worst app what I used till now .no proper replies from service centers , most of the upi payments I did was stucked not getting cleared till now waste app please not download these. App no safety for money waste waste waste iam very prustated"
ash sin,Rated 1 stars out of five stars,07-Mar-20,"I used it for first time and they deducted 100 rs just for a transfer of 2400rs. Pathetic, they are looting the money. Even though not able to remove the account from the application. Work on it guys. Long way to go."
Alok Ranjan,Rated 5 stars out of five stars,13-Mar-20,Good app easily add money through credit card and send it into ur account..... But ready to pay charges.....
Ajay Tiwari,Rated 1 stars out of five stars,18-Mar-20,It has been horrible experience with mobikiwck .. second time tried to recharge same vodafone no with mobikiwck which as successful but recharge not don money was deducted my bank account...and wrost think is this app no viable way to talk to an executive and complaint I filed steel not been resolved.. this app is complete fraud....
Shaheen Akhtar,Rated 5 stars out of five stars,21-Mar-20,My app experience in using mobikwik is good.. sending money and recharging mobiles is very easy and safe.
JAFAR SAYYED STATUS COMPANY,Rated 5 stars out of five stars,06-Apr-20,Awesome and very helpful app
Devendar Tiwari,Rated 4 stars out of five stars,27-Apr-20,Esly use and very fairly movment
Furqan Shaikh,Rated 5 stars out of five stars,12-May-20,Very useful app Thank you so much
Kalyan Naskar,Rated 5 stars out of five stars,19-May-20,"Great service at all. I'm using your service from 2017 & supercash idea is great. No beter luck next time, earn or burn. But only problem is no C/Care person."
bharathi raj,Rated 5 stars out of five stars,21-May-20,No niggles using this App for any transaction
Madhu,Rated 1 stars out of five stars,19-May-20,"Worst service, No customer care , No proper response,Copy paste Answer Dont use this application, They make fool their customers"
Mausam Dahiya,Rated 1 stars out of five stars,24-May-20,"I am trying to pay my Grofers payment by this app 2205 rs debit from wallet but not paid to Grofers and now in this app no help to solve my issue, please help"
MAHENDRA MANCHIKALAPATI,Rated 5 stars out of five stars,18-Jan-20,Great experience. Very nice app. Easy to use. Keep it up. Thank you.
Piyush Singla,Rated 1 stars out of five stars,03-Feb-20,"Terrible app , no replies came from customer care after raising ticket , no customer care number given ,poor wallet service"
Mirza Ahmed Baig,Rated 1 stars out of five stars,03-Feb-20,"Third class app, charges you to send your own wallet money to your bank. Dont even provide account deactivation option. Lost my money in there third class offers. Please save yourself."
upendra kumar,Rated 3 stars out of five stars,15-Feb-20,Recharge fast but max get more dissabled from long time. Not working in App.
Karan Talwar,Rated 1 stars out of five stars,25-Mar-20,Horrible experience with boost loan process..no resolution on complaints it's been 1 month now
shushil kumar,Rated 5 stars out of five stars,26-Mar-20,Super and easy to use. It's lovely app for credit card holders
Dimple Jashnani,Rated 5 stars out of five stars,26-Mar-20,"Amazing exp, well built app and super cash concept is really good as I have availed a lot of benefits from there"
amit kothiyal,Rated 5 stars out of five stars,18-Apr-20,This Payment App is awesome every time get a amazing rewards.
Gautam Nakrani,Rated 4 stars out of five stars,18-May-20,Very easy to do recharge
Raj Ji,Rated 3 stars out of five stars,17-Jun-20,Good but referral system is not good
Ameen Ahamed,Rated 2 stars out of five stars,10-Apr-20,good but 4.66% Extra chargers is more pls try to reduce min charge as possible
Subhankar,Rated 5 stars out of five stars,10-Feb-20,"good app for Mobile recharge,bill payment, money transfer easily....and cash back...."
Jaya Sharma,Rated 5 stars out of five stars,26-Mar-20,The credit card to bank transfer service is such a blessing ... Mobikwik never fails me ...Thank you so much :))
CHANDRA SEKAR H,Rated 5 stars out of five stars,21-Feb-20,Very useful app.. Lot of cash back offers available👌👌✅✅.. Every one needs to use and get cash back offers.
Civil Engineering Solutions,Rated 4 stars out of five stars,17-Jan-20,Good app... Instant transfer of money from one bank to another.
Akshat Garg,Rated 1 stars out of five stars,08-Feb-20,Worst app. No response on customer care even after 1 hour of hold. Added money in wallet. Money was deducted but not reflected in my wallet. No support from customer care
Sreenivas Naidu,Rated 1 stars out of five stars,10-Feb-20,This app is worrest ..I have made payment for 313 .for dth money decided for my account but reach is not yet done still .. they is no response from the team also ..and now my Tata sky account is deactivated because this worrest app..
AJAY MEENA,Rated 1 stars out of five stars,16-Feb-20,Poor app linked bank account delete option not available and upi de-registre exceed limit show error i complaint was this issue but response only 5 times de-register upi only v.poor app
Dhanaji K,Rated 5 stars out of five stars,16-Feb-20,Great app. Very hand to transfer money from credit card to bank account.
Umesh Vakde,Rated 1 stars out of five stars,25-Feb-20,Same error everytime... Name doesn't match pan and aadhar. I'm facing this issue only in this app
Vishal Gupta,Rated 5 stars out of five stars,01-Mar-20,Its very good and easy to use App. Every time you will get some cashback or discounts.
Website and technology,Rated 1 stars out of five stars,04-Mar-20,"I have seen on my mobile in account that I am getting some amount of loan. To avail this, I need to upload my pan and selfie. I have tried to upload. The photo of my PAN card and me are captured but did not show to upload. I am afraid and do not understand where my documents are. I expect a clear answer from Mobikwik team."
JENISH DEBBARMA,Rated 5 stars out of five stars,10-Mar-20,"I love this app very much and very useful but twice per month per user super cash is not enough because I need to do many recharge ,if possible please increase offers thank U movikwik."
Mayank Kumar,Rated 1 stars out of five stars,25-Mar-20,Providing best cashback and payment facilities better than other apps( paytm and freecharge)
Sreehari Sapare,Rated 5 stars out of five stars,27-Mar-20,Speed and accuracy in all type of transactions & most confidential application.
Lukalapu Mouli Naidu,Rated 1 stars out of five stars,31-Mar-20,Worst customer service ever!! Money got deducted from account and is reflecting payment successful in app but recharge has never done. Same has been taken notice to customer care no one reolies
bhaskar devadiga,Rated 5 stars out of five stars,08-Apr-20,"No money in time of crisis ,this was helpful"
jinal parmar,Rated 1 stars out of five stars,03-May-20,Worst app in play store I'm nt able to transfer my money from wallet to my bank account......
Jones Paul,Rated 1 stars out of five stars,15-May-20,I am facing a error in signup with refferel code. Solve my Problem
Nisarga s,Rated 5 stars out of five stars,02-Jun-20,Awesome app very easy to use aloso
Guttula Bhagya sagar,Rated 1 stars out of five stars,07-Mar-20,Every time congratulations and sanctioned had come but do not tend to avail loan .it is not instantly happened.i am awaiting for the response.i have completely submitted application but still not updated clearly from ivl finance
akshita agarwal,Rated 3 stars out of five stars,03-May-20,Good cash back deal bill everything but coustomer care n all services are too difficult n time taking
JOKER LYRICS,Rated 5 stars out of five stars,30-Jan-20,It is very very nice and easy app compare to other payment app. Thanks to making this easy app
Dinesh Vaghela,Rated 1 stars out of five stars,16-Feb-20,Always showing pop up message that apply for instant loan while i applied error message stating that currently unavailable for you
Hemanta Baral,Rated 1 stars out of five stars,02-Mar-20,"Don't use Mobikwik app....The wrostest app in the world....No help option,No customer care support....No further information about mobikwik adhar link store...my cash blocked in wallet....no option to transfer any where....no help from mobikwik.."
Manoj Kamble,Rated 2 stars out of five stars,06-Mar-20,No any customer service number and if you any other issues it was not solved by mobikwik in 24 hours. doesn't call back for issues. Bad service for any kind of problem or issues.
Rajat Verma,Rated 5 stars out of five stars,24-Mar-20,Amazing app ..best and simple to use app with lots of saving by having super cash and reediming same ..
Omkar Bhalke,Rated 5 stars out of five stars,09-Apr-20,Nice service & discount given by Mobikwik...
Shambhu Singh,Rated 5 stars out of five stars,06-May-20,Very good quick payment
Ankit Shinde,Rated 1 stars out of five stars,14-May-20,don't use this app.it is fraud my money gets debited but my recharge is not successfull.
Prerna Agarwal,Rated 5 stars out of five stars,26-May-20,Ability to convert payback points to actual money
Firoz A,Rated 5 stars out of five stars,24-May-20,Very good app for recharging
SHANKAR DAYAL CHAUHAN,Rated 4 stars out of five stars,18-Jun-20,Great app and friendly app
A Google user,Rated 4 stars out of five stars,05-Mar-20,"Better.allow to use supercash or vouchers on wider purchases like ticket booking, food delivery payments,etc."
O Khanduri,Rated 5 stars out of five stars,20-Jan-20,"Great app, easy and friendly to use.Also it is very fast ."
Nirmal Momaya,Rated 1 stars out of five stars,30-Jan-20,"Hi All, please be aware that fraud activity is currently going on. Please don't keep your money in wallet as I have lost 300 rupees by fraud activity and never link your credit card on this application. Don't use this app for safety purpose. Also contact number is not available to reach out directly to concerns team and neither they are trying to reach me. Just disable my account when registered for fraud transaction conducted.13654303 (Ticket ID) AUTO GENERATED RESPONSE for Your Request"
Edumbavel M,Rated 1 stars out of five stars,04-Feb-20,Very worst. Deregister / remove bank account is not working.
Srabantika Ghoshal,Rated 3 stars out of five stars,05-Feb-20,The app is good but it need a much more effective customer service...customer service is very poor...please improve customer service option and impliment a direct contact to ur representative with customer properly.... Thank you..
Kamal Kannan,Rated 4 stars out of five stars,08-Feb-20,Very usefull.. but real cash instead of super cash will be better
syed mudabir shariff,Rated 5 stars out of five stars,17-Feb-20,Very fast transaction compared to bank transactions. Thank you keeping improving.
Hari Prasad Chaturvedi,Rated 5 stars out of five stars,18-Feb-20,It's very good app. We do all shopping and recharge Tata sky recharge very easy. Very good nice experience
Chetan A,Rated 5 stars out of five stars,19-Feb-20,Boost loan is superb but 2nd time I want to apply the auto detect OTP error.... I got OTP serval times but Mobikwk app unable to detect the message..... Kindly do needful.
amitabh sinha,Rated 5 stars out of five stars,23-Feb-20,Its very useful apps. All of his requirements are done in very right time.
Vikash Namberdar,Rated 1 stars out of five stars,28-Feb-20,Bakwas app hai... Unable to delete my account and deregister my account. I've tried many times to do so
Ajay Singh,Rated 5 stars out of five stars,27-Feb-20,"Good Experience but process of sending super cash is slow, otherwise it is nice."
Gyani Baba,Rated 5 stars out of five stars,29-Feb-20,You are the best example for payment applications. A great experience with mobikwik like a good friend
vijay sharma,Rated 1 stars out of five stars,01-Mar-20,"Very very disappointed, I have paid all the emi on time but in this app it is showing emi is overdue and surprisingly it is also showing me msgs that your loan limit is now increased, please help me to get rid of it"
Ritik 100rv thakur,Rated 4 stars out of five stars,03-Mar-20,Good application but cant be sent total mony from wallet to bank .cz cutting down the transfer fee
Hello Channel,Rated 1 stars out of five stars,02-Mar-20,I am trying update PAN details in KYC it is showing always unable to get pan data since past 1 week I am trying to complete kyc still unable to complete and tried to call customer care they are not at all respondiing .such a worst kind of service
CHETAN SINGH,Rated 1 stars out of five stars,08-Mar-20,Very bad app doesn't respond to bill payment and always shows network connection is bad
Tarun Chatterjee,Rated 4 stars out of five stars,16-Mar-20,All purpose done well. But commission (Supercash) r should be increase. Then all attract with this app.
Rohit Kumar Prajapati,Rated 5 stars out of five stars,04-Apr-20,This is a very good app for normal man and a shopkeepar realy this app is very fast and good and so nice
Shib Shankar Roy,Rated 5 stars out of five stars,06-Apr-20,Good but usage of supercash system isn't that much good.
Udhay Sharma,Rated 5 stars out of five stars,04-Apr-20,Very good app for cashback
indranil dey,Rated 5 stars out of five stars,11-Apr-20,Good & user-friendly
D.Srinivasa Rao,Rated 5 stars out of five stars,12-Apr-20,Very nice when ever I do payment this app give me cash back
kavita bhatt,Rated 1 stars out of five stars,10-Apr-20,Very bad experience...I am unable to done my kyc . this app not giving me kyc proper steps vise page.
Asarul Babu,Rated 5 stars out of five stars,29-Apr-20,Very useful. Thanks to mobikwik team...
MohammeD RazeeN,Rated 3 stars out of five stars,05-May-20,Can't find credit card bill option .
dinesh prakash,Rated 1 stars out of five stars,14-May-20,Can't able to restore my bank account Worst experience
Avinash Dahale,Rated 4 stars out of five stars,21-May-20,Nice app for money transfer !
Nicky Kumar,Rated 4 stars out of five stars,31-May-20,Good app for payment..
Sai Kumar,Rated 5 stars out of five stars,18-Mar-20,amazing app for transferring money from credit card to savings account I really loved it.
রাধে রাধে,Rated 1 stars out of five stars,06-Jun-20,very bad app. My transaction failed but amount not refund.Status not show
Pratik Ghorpade,Rated 5 stars out of five stars,21-Jan-20,It is an excellent app for internet banking..so I am happy with this app..and realy enjoy with us.
Praveen Kumar,Rated 4 stars out of five stars,29-Jan-20,"Easy to use the app, lot of bill payments can be done, money transfer also easy"
Sudhir Mishra,Rated 5 stars out of five stars,06-Feb-20,Wonderful app to transfer money from wallet to bank account.
Deepak Sawant,Rated 4 stars out of five stars,11-Feb-20,Good app. But please add foreclosures option to loan facility. Thank you
Sumit Kasardekar,Rated 2 stars out of five stars,16-Feb-20,The Zip Postpaid.. Is completely worst.. First you Charge 49rs. as joining. And giving sake of 500rs. CL. Once the bill generate you people locked the transaction. Untill not cleared outstanding amount. Please improve it.
kishore chavan,Rated 1 stars out of five stars,05-Mar-20,"Hello Mobikwik Team, What the hell is happening. The worst payment app I saw Dear users don't use this app as they don't have even customer care number as well. I had done a transaction through Mobikwik ,the payment got failed still the amount got deducted.The payment amount transferred didn't got back to my account yet. They are fraud They are not replying for my queries as well. If Mobikwik team is replying to my query I would them to give me the customer care executive number as well"
Venkat Eerla,Rated 5 stars out of five stars,07-Mar-20,You can make better user interface and make accessible with Android accessibility speech
Smit Sardhara,Rated 5 stars out of five stars,08-Mar-20,"This app is very useful for Mobile recharges, Bill payments and Upi money transfers."
Charan,Rated 5 stars out of five stars,14-Mar-20,"Very nice app, easy payment transfer, great offers, thanks to all team members"
best all game streaming chennel Gahlawat,Rated 1 stars out of five stars,23-Mar-20,It gives some cashback in starting but after some time it does not gives u anything.you should give some supercash on recharges A
akash somkuwar,Rated 5 stars out of five stars,15-Apr-20,Good quality of service.. thanks
Arvind Kumar,Rated 1 stars out of five stars,25-Apr-20,Thats not good because always any gadgets recharge that can be pending.
Arun Agarwal,Rated 5 stars out of five stars,11-May-20,Love to use it. Enjoy it also. Very simple to use.
Manish Lathiya,Rated 4 stars out of five stars,28-May-20,Good for online payment.....
urvi gala,Rated 1 stars out of five stars,22-Mar-20,Fraud app. Transaction failed money got deducted but it's showing sucess in app. Can't download invoice & no help assistant given more then 24 hrs. Ticket ID of help 14238200
Bala Sri,Rated 1 stars out of five stars,22-Jan-20,This is unsafe transaction app... Many times it makes me trouble at transaction... And so irritating...
neetur ravi chandra,Rated 5 stars out of five stars,19-Feb-20,Superb app. Given 30000 loan within 5 minutes. Thanks to Mobikwik.
SMIT SHAH,Rated 3 stars out of five stars,17-Feb-20,Cashback are too much lower and very hard way is given to utilise cashbacks. I don't recommend to use this application.
सोमबीर सिंह,Rated 5 stars out of five stars,25-Feb-20,Best app for all uses. When I need loan it's also provide me. I always thanks full. great work.
Bharathh,Rated 4 stars out of five stars,05-Mar-20,Nice app for cashbk. It will be great if 10% of super cash is allowed in transactions.
Vinod Rannora,Rated 5 stars out of five stars,13-Mar-20,Very good app and very helpful super cash options super when recharging electricity bill phone recharg 5 percent discount super super. Worth app
AJEET KUMAR MISRA,Rated 1 stars out of five stars,20-Mar-20,Its very poor in performance ... Most of time transjaction failed.
saddaf khan,Rated 1 stars out of five stars,17-Mar-20,Since 2 days i am not able to login to my own wallet and transfer my money from wallet to bank customer service is also not taking my complaint seriously I don't what to do is my money gone for ever very disappointed..
SURESH CH,Rated 1 stars out of five stars,27-Mar-20,"very disappointed, i tried several times to recharge my d2h but unable get it done. and recharge getting done for all other providers. u r having issue with d2h recharge getting done from ur end.."
Chintan Rathod,Rated 5 stars out of five stars,21-Apr-20,Good service offers sud be more for bill payment
Aks world,Rated 1 stars out of five stars,11-May-20,Guys They making fool of people they are showing get instant loan but they not provide any type of loan. Only showing how can cheat mobiKwik of people.They are making fool.
Sachiin Tondon,Rated 1 stars out of five stars,26-May-20,"don't use mobiquik, they always show you cashback offers but cannot credit in your account. they making customers fool"
Devjeet Singh Rathor,Rated 5 stars out of five stars,21-Jan-20,Great offers are provided by them on online shopping sites and discounts are also give on mobile and DTH recharge
Rajesh Ags,Rated 5 stars out of five stars,20-Jan-20,Very easy to use.have been using it since its launch.
Seema Kumari,Rated 3 stars out of five stars,28-Jan-20,"Nice app , there is a option of super cash as well as if you have KYC so you will get cashback."
Mahendra Sawant,Rated 5 stars out of five stars,10-Feb-20,"Very nice app very fast to use,its a very helpful for everyone. Thanks to Mobikwik"
Harsha Kalludi,Rated 1 stars out of five stars,22-Feb-20,"I am unable to update my eKYC, no response from support team as well.. Waste app"
Nasima Shaikh,Rated 3 stars out of five stars,01-Mar-20,Thank you I received my money back in wallet.3 stars because of the issue keeps repeating
Aashu,Rated 1 stars out of five stars,03-Mar-20,Very bad experience not withdraw money in bank account . Very disappointing
Shyam Babu,Rated 5 stars out of five stars,22-Mar-20,Best app for recharge and digital payment... There is lots of offes.
shiba saha,Rated 5 stars out of five stars,03-Apr-20,Awesome upi apps processing fast and many much cash back offer provided
Neema Buge,Rated 5 stars out of five stars,08-Apr-20,Service Very good but Offers personal loan boost loan not good please improve
RoAsteR AK,Rated 5 stars out of five stars,11-Apr-20,This app is very great is me more supercash. And minimum pay amount Great app..
Bhushan Garg,Rated 1 stars out of five stars,12-Apr-20,Worst app. Poor customer service. Slow processing.
sudhir kumar,Rated 4 stars out of five stars,27-Apr-20,This app is best cashless facility.
Paresh Solanki,Rated 2 stars out of five stars,07-May-20,"Loan service not available , 😱😱😱😱"
##Gourav## G,Rated 3 stars out of five stars,08-May-20,App is useful but network progl is very high
reddy honey,Rated 5 stars out of five stars,13-May-20,Great experience with this mobiquick aap
Jabbar machiwala,Rated 1 stars out of five stars,12-May-20,SUPER CASH NOT CREDITED IN MY ACCOUNT SINCE 20 DAYS. AT LEAST 10 REMINDERS AND MAIL SENT. NO RESPONSE. WILL UN INSTALL THIS APP. VERY POOR RESPONSE THAN OTHER WALLETS WHICH I HAVE. REAL DISAPPOINTMENT
POLU YOGENDAR REDDY,Rated 5 stars out of five stars,25-May-20,Doing prepaid recharge is horriable
kamali's techstreet,Rated 5 stars out of five stars,31-May-20,Very very very excellent financial app
maulik patel,Rated 5 stars out of five stars,27-Jun-20,Nice application for easy use
suchitra sharma,Rated 5 stars out of five stars,04-Mar-20,Its an good and genuine app... I took loan once. I wabt to take again...but it is showing my bank account and pan card hasn't match even it is debiting 1 rs something from mentioned account. Plz help
Kalyan Naik,Rated 1 stars out of five stars,09-Feb-20,I have done a dth recharge. at the end the transaction failed but money was deducted from my bank account I want my money back in my account Worst app to do any recharges and transaction Now I want my refund
kali prasad Rai,Rated 4 stars out of five stars,13-Feb-20,"Good experience so far,But your supercash value is nothing. A person can change it into cash only once in a month.and supercash will expire after few months.So,Most of your supercash goes into garbage.Thats only demerit i have observed so far."
MOHAMMAD AKIF AKHTAR,Rated 4 stars out of five stars,03-Mar-20,This is so quick and fast transfer money and give cashback.
Jignesh Thakker,Rated 1 stars out of five stars,29-Mar-20,This is 10 th day all documents are taken verified and loan is ready for disbursement but still not received the credit. It's a fake app.
