User,Rating,Date,ReviewText
Jagannath Dhani,Rated 1 stars out of five stars,09-Jun-20,After the new update can't add money to the savings acount from my master debit card...it's tottaly irritating...I am using paytm feom last 5 to 6 years but now it's terrible. Kindly fix this problem.
Vaibhav Kumar Reddy,Rated 4 stars out of five stars,06-Jun-20,The new update is awesome but sometimes the app is showing previous interface at startup & switching to the latest version immediately. Please fix this issue in the next update.
Phani Varma,Rated 2 stars out of five stars,25-Jun-20,I made several attempts to add money to paytm wallet. It fails every time. Other transactions were alright.
Jatin Vedwal,Rated 4 stars out of five stars,07-Jun-20,The paytm is very good payment app and very useful app. But in the new version the paytm payments bank does not have option to add money from mastercard. So this creating problem to make payments.
Sreekanth Mitta,Rated 3 stars out of five stars,15-Jun-20,"Gold locker option is not opening for past 2 months, my mobile is google pixel with latest OS and paytm app also updated to latest..i been using this gold option for past 1year."
Aman Thakur,Rated 1 stars out of five stars,06-Jun-20,"Worst app, i have buy digital gold of rs 105 and when i sold it, the money was not credited in bank account . When we go to need help then he shows 72 hours or 3 working days but the three working days has passed and money not credited in the baank account"
Mahesh Bhovi,Rated 5 stars out of five stars,21-Jun-20,"The best e-payment app am using since more than 6 years, no issue till now, only thing is you have reduced many coupons and offers, but anyways am Happy from your services 😍."
B rs,Rated 2 stars out of five stars,17-Jun-20,I have deleted my old paytm account and now i have made a new account on. New number i added kyc on new number but when i tried to make merchant account it shows that one pan can be added with one account while anotger account is alreadt deleted and when i tried to acces customer care there is no number. Feel ling too much helpless
Pankaj Rastogi,Rated 1 stars out of five stars,06-Jun-20,"Totally Loot, fraud in paytm first game. You cannot use Game wallet money. When you play game it will deduct direct to your paytm wallet ( without any notice) not from paytm first game wallet. Game cheat : if you play spin by spending 7 rupees you can win the same or less amount (3 rupees) BUT after giving answer of a question within 10 sec. If you win 100 or more luckly then you have to give answer of a very tough question which is not easy in 8 sec. I NEVER RECOMMED THIS GAME. TOTALLY LOOT."
Sounak Rakshit,Rated 1 stars out of five stars,22-Jun-20,Unable to use my Visa and MasterCard debit card to add money to paytm payments bank..finally it becomes useless as phonepe and freecharge..time to say good bye paytm..you will be remembered..
Siddharth Singh,Rated 1 stars out of five stars,14-Jun-20,"Not a good app , it allows customer to spend more on payments and bills , and the bigger problem is that whenever use paytm to pay it always brings down the internet speed and 'cause of that i and shopkeeper had to wait for a long time for transaction which make me feel embarrased in front of everyone and this company is doing noting , i repeat nothing , to bring more mobility in low network speed , they just know how to make customer to do more and more transactions , i am not satified , bd app"
Padmalatha K rao,Rated 1 stars out of five stars,25-Jun-20,It's not working properly. I recharge my phone. It's always says that transaction failed. My money has lost
Rambabu vella,Rated 5 stars out of five stars,26-Jun-20,Simple and easy to use and wonderful performance of this app is 100% satisfied me. Lots of thanks to developers.
Shantanu Kumar,Rated 1 stars out of five stars,24-Jun-20,"This app have been acting nonsense.I can add money with my sbi debit card in my paytm wallet but can't to my paytm payments bank. When i need to send money it shows option to pay only from payments bank where i wanted to add money in the first place. And now when i try to add money form the wallet to the bank account,it cuts off 3% of my money. What a business scheme. I am sick of this app."
Laxman singh Shekhawat,Rated 2 stars out of five stars,24-Jun-20,My paid friends bill of college fees by net banking but bill not generated help me in that i give me paytm mail id or contact no to contact and share details and just show net banking transaction list just like upi transactions list it does not show passbook transaction
Sunita S,Rated 1 stars out of five stars,24-Jun-20,Unable to add upi in iPhone 6s and third class customer service. Keep trying for thousand times but will not be connected to customer service agent only Ivr is going on nd on....
Anand Pandey,Rated 1 stars out of five stars,26-Jun-20,The most untrusted and non reliable plateform for digital.Phone transaction is much more smoother and convenient as compare to your services.25% of your wallet or UPI transaction either get fail or transaction goes into pending stage.Wish I could give you - rating for your service
saurabh salvi,Rated 1 stars out of five stars,24-Jun-20,Worst app ever dont install it...I created an account in it...later I wanted to delete my account and wanted a new account with different number...but couldn't delete it..I messaged them many time in help option but they aren't doing anything 👎👎👎👎👎👎👎 use gpay or other apps .
Mohit Jangid,Rated 1 stars out of five stars,03-Jun-20,Sir I can't see my UPI payment received transaction in passbook entry Application hang while making payment using sim data mostly Already updated the app and do reinstall also But passbook issues arrive after updating and hanging issues always there
Vaishnav S,Rated 1 stars out of five stars,10-Jun-20,After the latest update paytm only allows user to add money to their payments bank via Rupay debit card (earlier using any debit card) I'm using a visa card and it's very disappointing for me.
Bisweswar Bose,Rated 1 stars out of five stars,22-Jun-20,All the transactions are failing for no reason. Regardless of any amount I try to process either through UPI or debit card.
Vivek Labhade,Rated 4 stars out of five stars,17-Jun-20,"Good app but sometimes take too much time to open pay,money transfer option. Your upi good never fail payment Suggestion: integrate NFC PAYMENT. MAKE APP FASTER"
Vinesh Pathare,Rated 1 stars out of five stars,10-Jun-20,"SLOWED NOW and Instead of straight Casback offers, they are offering vouchers. Casback Offers compared to last year are less. Now some cashback offers of smaller money are restarted"
Virat Dev,Rated 4 stars out of five stars,14-Jun-20,It is good but can be better if there size will reduced and other thing is that it's process of working is slow.
Chamatkari,Rated 1 stars out of five stars,13-Jun-20,every time I open the open it's say ' create password for secure your account ' am already created password but it's every time open ask for 'create new password ' plz solve this problem otherwise am no longer use this app 🙏🙏
Ajay Bhardwaj,Rated 1 stars out of five stars,06-Jun-20,Not satisfied with the app and technical support. I mistakenly transfer money to other number. I'm provide all my details and fill the form but my money is not return to me.
Gagandeep Singh Manga,Rated 2 stars out of five stars,15-Jun-20,I'm unable to make UPI payment through paytm because at the time of transaction A message pops up that This transaction cannot be reversed. This message covers the whole screen and transaction becomes impossible to make.
AJEET MAURYA,Rated 1 stars out of five stars,24-Jun-20,After this new update ..i can't find the option for checking account balance every other platform introduce more convinient UI but after this update you distroyed the simple UI
Ujish Sharma,Rated 1 stars out of five stars,25-Jun-20,The new update is worst.....why u removed the paytm bank option from the bottom......this new ui is waste...make is like before....this is nuts.....now i cant fetch my bank balance......return the paytm bank option
Shiva arnav,Rated 1 stars out of five stars,09-Jun-20,"Paytm is the worst app initially of it is updating day to day,secondly the customer service is of worst behaviour , @issue:Your account will be blocked for no reasons,To connect to customer service it will take a minimum 1hr time,if it connects they will not even resolve any problem,if u raise a query to So Called concerned team they will reply after 1day without understanding the problem they will ask to explain it again , normally takes four days in replying itself Use KOTAK MAHINDRA BANK🙏."
Akash Yadav,Rated 5 stars out of five stars,16-Jun-20,Nice app but need improvement and I request paytm to stop playing games and other un necessary service in their app to make it user friendly and easy to use app in whole world one day it will replace paypal and it will become best app for payment in whole world
sonubishnoi Dahrnia,Rated 1 stars out of five stars,15-Jun-20,"Paytm has deleted my current ID by updating new version which was approved by KYC 2year ago because that phone no. Was not registered with my bank account, now they are forcing to make new KYC with registered bank pH no. This is big fraud by Paytm."
Sneha Shaji,Rated 1 stars out of five stars,13-Jun-20,"I am unable to check my balance. This is so annoying, I tried it a lot of times and even updated the app. It still won't show me my bank account balance."
Avijit Sinha,Rated 1 stars out of five stars,18-Jun-20,"I can not add money in my Paytm Savings Account from ATM card and Other Bank Account's Pass book. When I try to add money from Debit card it says ""System Error"""
Vishesh Jain,Rated 1 stars out of five stars,20-Jun-20,Keep the app for Payment purpose we don't need those useless game and things that are off no use it makes the app bigger in Size and Laggy or Make a Paytm lite Just for Payment with Paytm Bank in it.
Sahil Jain,Rated 4 stars out of five stars,26-Jun-20,The previous version was much bettter then that of now......it is now hard to find bank and paytm wallet section I love this app ....its fast and fluid
Sunil Mishra,Rated 5 stars out of five stars,27-Jun-20,"I'm editing my earlier 4 star rating based on my recent experience where I was helped greatly to have my funds back when I was cheated by fraudsters with ₹ 19,000 in the name of kyc. It's the best app in play store as customer service is foremost for me"
Ranjith Sri R,Rated 1 stars out of five stars,15-Jun-20,"Hi Paytm, I am using paytm so along, now updated the App Now If I open inbox, movie ticket some more options it showing ""updating latest version "" Please do the needful"
Rahul Pramanik,Rated 1 stars out of five stars,18-Jun-20,Since the last update there has not been any option to add money to paytm savings bank by any other banks debit card. What have you done? Reply me as soon as possible.
Chetna Sharma,Rated 1 stars out of five stars,08-Jun-20,M hell pissed off by this app now.. This is regularly happening.. Money deducted from my bank account or wallet.. But dosen't show the recharge or transferring messages.. If m trying to customer care. It's unavaliable... If u cannot be available to provide good services.. Then plz stop transactions.. Our money is either not refundable or make transactions...
Basudeep Basumatary,Rated 4 stars out of five stars,21-Jun-20,Why you guys Change the layout so much... Keep it simple so that everyone can excess it easily but no you keep updating its look and chnage its position which make us hard to find things.... So please keep it simple
satya durga,Rated 1 stars out of five stars,08-Jun-20,I done my recharges. Use suitable promocode. It show wroth cashback after 24 hours. But not credit that amount . What is happening that. I want to reason.
NAYAZ AHMED,Rated 4 stars out of five stars,10-Jun-20,"Nice and excellent app, completely reduced the cost to a far extent. But only problem is the charges are high and charged on each transaction when you transfer amount"
Satendra Kumar,Rated 4 stars out of five stars,12-Jun-20,It is a good app but sometime it does not recieve money from other apps. In this field there is need more efferts.
Hari Karthick Thangavel,Rated 1 stars out of five stars,08-Jun-20,App is failing to transfer money from the Paytm payments bank.. This is the worst bank service provided by Paytm. My money is stuck. No customer response or reply properly from the Paytm support.
Ayush Kumar,Rated 5 stars out of five stars,22-Jun-20,It is the best payment app with easy process to other apps. I request the developers to provide better security services please provide lock before opening the app and before payement.Thank You.
Movieflix Youtube,Rated 1 stars out of five stars,07-Jun-20,I can't add money to my paytm bank ac through the visa debit card. It was easy to add but now it's too difficult. Please resolve as soon as possible.
new movie hd HD new,Rated 1 stars out of five stars,15-Jun-20,Very bad charge rate money adding through credit card and also high rate of transfer money. 1 star app..i will use till 4 years..i unistall this app hurry.
Vivek Arora,Rated 1 stars out of five stars,06-Jun-20,The latest version is a bit confusing than the earlier one does not show the wallet balance plus couldn't find the option for requesting statement
Sriram Starkk,Rated 1 stars out of five stars,14-Jun-20,I'm trying to link my bank account to paytm for two days straight Says verification failed .......! I have internet and sms pack in the number on tha same phone Very frustrating...........😠
Vinay Maurya,Rated 4 stars out of five stars,20-Jun-20,"Now after unstall I'm try to other chance to work fast , I hope please I'm taking 4 star after restate this app After some time it's asking again again correct your pin but I know my pin, but it's to say pin you wrong But I'm unstall, and after installe again I hope it's work easily"
ampu ampu,Rated 1 stars out of five stars,07-Jun-20,"When you are paying with a credit card, when you pay the bills while you are behind, the money gets cut back bill is not paid then money is not refunded"
Bhanwar Chaudhary,Rated 1 stars out of five stars,14-Jun-20,"Worst login process, forgot password is asking for call and its not working, getting error (call not sent) even after granting all permissions."
J S,Rated 1 stars out of five stars,20-Jun-20,I had linked my adhar number with a number though I had deleted that account by raising ticket but now I have made a new account with different number but couldn't be able to link the adhar card... Rectify it
Divya Kerketta,Rated 4 stars out of five stars,13-Jun-20,A decent App.. I eventually use it on a daily basis and it helps me carry out my money transactions and other facilities with ease.
Avinash,Rated 1 stars out of five stars,20-Jun-20,"New design worst hide payment payment bank,in banking and finance why before it is to reach out.but now it became worst in folders section. I like always old version design"
Abhijit Mondal,Rated 1 stars out of five stars,23-Jun-20,Paytm app become huge and they are pushing update daily. Paytm now need a option to prove long term app rather than force us to update daily.
Parmeshwar Kumar,Rated 3 stars out of five stars,13-Jun-20,App is getting stuck not able to do any payments. In latest update it is having lots of issues.
prarthana tiwari,Rated 5 stars out of five stars,27-Jun-20,"Really amazing app for doing online payment like credit card,merchant,bill pay, also train and bus booking."
Ayyush Agrawal,Rated 2 stars out of five stars,10-Jun-20,I want to start my payment bank account it keeps on asking to update the kyc i click on that then it say you need to update the app and direct me to playstore where i find out that my app is already updated but the Paytm ui is unable to understand it I have done this 20 times and it is now becoming very irritating for me
Radhe Radhe,Rated 5 stars out of five stars,16-Jun-20,one of the best payment apps but password recovery method should be changed as it trouble if u r not able to call and sometimes call cannot be coonected to recover password . so work on it
Ritabrata Biswas,Rated 1 stars out of five stars,23-Jun-20,Can't add money in payment bank because I don't have rupay debit card. Please fix this issue. Also please make it free to transfer money from wallet to bank.
Ankush Verma,Rated 5 stars out of five stars,13-Jun-20,I love this app. It's very secure 🔐 app ever. And you can transfer your money from wallet to bank with 0% charges. PAYTM is better than any other UPI app.
Jyothi Jayapal,Rated 5 stars out of five stars,14-Jun-20,"Wonderful & I suggest to give a hint for debit card number window, what should enter there. Now there is only a title as ""debit card details"". Thanks."
ram sai,Rated 1 stars out of five stars,07-Jun-20,My visa card wasn't able to load money to Paytm what the worest update and worest interface &always reporting as system error (*one of the worest update that leading Paytm to down*)
Pavan Kumar,Rated 5 stars out of five stars,22-Jun-20,"Been using paytm from its early days . Till date 22 - JUN - 2020 , I've never had any issue with my payments like delays etc which I usually have with google pay or per se any UPI . Paytm wallet is still the best way to pay in my opinion as the saying goes *OLD IS GOLD* because even if my bank's servers are down which will directly impact UPI apps , Paytm wallet is unaffected at all times . Paytm love you so much , Thanks for your service ."
Gamer Mahi,Rated 1 stars out of five stars,15-Jun-20,"It's Very complicated to find some options in this app , and there are some issues in add Money options with debit card ,,, 😤😤 frustrating experience with this app,,."
SAURABH POLA,Rated 1 stars out of five stars,03-Jun-20,"First of all I am rating it one star because of recent update which you had rolled out, had forced me to use other platforms for money transfer. The payments sometimes take a while to get the money transferred, also there are some glitches in the UI which I hate the most, the earlier version was far better and reliable than this one. In earlier version I was able to add money using my debit cards but now it is totally shut and is asking me to add beneficiary account which I literally hate."
yonmek amu,Rated 3 stars out of five stars,07-Jun-20,i used to transfer money from master card to my payments bank.. now it is not showing master card and only giving option to add rupay card.. can you answer why this is??
Faiz Akhtar,Rated 4 stars out of five stars,15-Jun-20,"It is a Great App, more or less using from four years. But i feel lacking only in bank category menu."
Maanya Sharma,Rated 5 stars out of five stars,14-Jun-20,It's good app easy to use fastest money transactions and many cashback offers I use it since 2 to 3 months it's really very helpful in mobile recharge or in online payment also. Wonderful app
RanaJee Science & Tech,Rated 1 stars out of five stars,24-Jun-20,"No option to access the bank option just like before..new interface is worst than ever,now app is very tough to use ."
Anwar Khan,Rated 1 stars out of five stars,01-Jun-20,"It used to be a very simple platform but now these days it's full of unnecessary features and advertisements, please fix. But I know you guys don't want that all you wants is users data and analytics maybe that's why your application is full of advertisements. Again I'm very disappointed with you #PayTM"
Shyam sunder Meena,Rated 1 stars out of five stars,13-Jun-20,Why can't i add my money in savings account by using mastercard??? It works fine before update. What did you want paytm? Want some 1k extra fees?
M Sangam Subudhi,Rated 1 stars out of five stars,22-Jun-20,Not even one star. One of the worst service ever specially the customer service. They didn't solve your issues just they are reply you like in some day your problem will solve but they didn't. And the updates are worst. In every 10to 15 days it ask for updates and the new update are literally pathetic. Payment options are so bad now.
Nabin Mondal,Rated 1 stars out of five stars,03-Jun-20,Worst app..5% charges on money transfer from wallet to bank.then what is the need of wallet remove it.. Google pay is better no need of wallet anything.pay from direct bank account..
Chhetri Sushma,Rated 1 stars out of five stars,21-Jun-20,New update is pathetic. This is not even working. Money deduct from my account but the recharge is still pending. refund my 400rs money Otherwise I will file a complaint. Solve this problem
ALLIN1 RM,Rated 2 stars out of five stars,14-Jun-20,KYC. I couldn't complete the KYC because the KYC service are off. And also the transaction period long. And also very much problem I happening. Don't recommend it. And also as a developer please bug problem ko thik karo.
shushovan dey,Rated 1 stars out of five stars,24-Jun-20,"After the latest update, services became very slow. New UI is complicated."
Kuntalika Bera,Rated 4 stars out of five stars,11-Jun-20,"The app is very good for all of bill payment, recharge, cash transfer . Overall this is better than phone pay."
Aditya Agrawal,Rated 4 stars out of five stars,22-Jun-20,"Thanks for the rework. If possible please improve the UI, may be more colourful, but light colours and/ or dark UI"
Toon videos Club,Rated 1 stars out of five stars,07-Jun-20,Iam trying to reset the password but it is telling link is disable ask new link i tried many times but iam getting same problem I didn't even completed 10mins of link iam getting same prblm link is disabled please look into it
Pavkum Sv,Rated 1 stars out of five stars,25-Jun-20,"Forgot password link is not updating. With new password unable to login, it's getting blocked."
HF Mob,Rated 1 stars out of five stars,12-May-20,"Size of the application is getting bigger and speed is getting slower. You need to work on both the points. Its just payment application. Why 50mb update every month. Keep the new features download optional for users. Work on performance speed, it's major concern, it was batter previously. We don't have time to email, sufficient detail provided to resolve."
sandeep kamath,Rated 2 stars out of five stars,26-Jun-20,Very poor app...tried to get the customer care number .... could not get through..was getting dwindled in the IVR.... couldn't connect to the customer care
Omprakash Biswas,Rated 1 stars out of five stars,26-Jun-20,"MasterCard and Visa debit cards are not usable in paytm, why? I can't even pay my CC bill through debit card. It is only accepting Rupay card. What the hell is going on?"
पोरस कश्यपः,Rated 5 stars out of five stars,04-Jun-20,Latest update has improved the user interface. It is now easier to navigate and scroll. App performance and function is also much better and runs smoothly.
Tarun Maheshwari,Rated 2 stars out of five stars,01-Jun-20,"Not so good. Earlier the time Paytm was launched it was tremendous but, nowadays..say from last few months the app has been so slow and cozy that the basic task for what it had its name is not even to do. To open an easy payment app you would expect that it would open in seconds but, in real if you have to to a payment and you choose Paytm, you have to wait for a minute to get the app to open and then again few seconds to get all its integrated apps and things to be connected to internet. It's"
Nivesh Mutha,Rated 1 stars out of five stars,10-Jun-20,"Why Paytm bank removed the other bank option, it's really inconvenient.i can't add money without charges well played huh😪😪 worst update!!!!"
purshi sri,Rated 1 stars out of five stars,17-Jun-20,This was good appp but now a days its not wroking . I have been forced to go for other service provider. Why so useless app now...?
J P,Rated 5 stars out of five stars,21-Jun-20,Best app for all kinds of payments and banking with enhanced triple layer security and its like a online bank 🏦 where you manage yourself on your own on a single click each and everything as a bank
Chandan Mishra,Rated 2 stars out of five stars,12-Jun-20,It always stops at 60%whenever updating. And paytm money also stops on 90%. The rest apps are fine. Whats wrong with paytm apps?
Sayan Das,Rated 1 stars out of five stars,02-Jun-20,From the last update i can not add money to my sb acnt using debit cards(visa or master card). In previous version it is possible. You guys have a virtual bank so don't do stupid things like this pls add those debit card option otherwise i will have to go for the alternatives.
Mayank Gaming,Rated 1 stars out of five stars,23-Jun-20,When I am Trying to recharge jio sim it will saying no plans are available. And when I am entering upi pin it will redirect to re enter upi when the pin is correct.
Aniket Sheriyar,Rated 1 stars out of five stars,24-Jun-20,Wrost service ever. I am trying to close my Paytm wallet account from last month but not done yet. They are asking selfie with ID proof again and again. Frustrating service ever. I am very irritated with Paytm.
muniganti sudhakar,Rated 1 stars out of five stars,04-Jun-20,"Useless app, not working properly, and finally this app not working , i got much disappointed to this worst app, even customer care not respond when i calling to, they all linked to computers when we want to talk with customer care numbers, and my UPI pin not working and it cannot changing other new pin, so that's why i much disappointed with this app, and i several times requested to solve my problem in 24×7 help line, but till now didn't solve my problem,"
Lalith Choudhary,Rated 5 stars out of five stars,12-Jun-20,"Easy to use and more helpful, would request to provide offers like when the app to new to public. It is true that offers are only given until the product or app doesn't become popular"
Ramesh Babu,Rated 1 stars out of five stars,24-Jun-20,"In paytm bank ... Add money is difficult to previous version... present we can add money though only rupay debit cards , plz develop any debit card to add money in paytm bank"
Avishkar Ramjeet,Rated 1 stars out of five stars,02-Jun-20,"From last two days the app has gone crazy. All other apps are working fine but Paytm. Can't make payment via number, can't fetch the payment options and hell can't do the transaction. Stays on the payment screen showing transaction in progress but never completes. But next time you launch the app balance is debited. Only happens on cellular internet where others apps do successful transaction Paytm fails to do so. It needs hi-speed wifi only carry it to make the payment. No star rating."
Sushil Dubey,Rated 2 stars out of five stars,24-Jun-20,Trying to book my gad cylinder with my mobile number but it showed incorrect details although last time I did with the same number. At least maintain your service.
Harshika Patel,Rated 1 stars out of five stars,27-Jun-20,"I paid lots of electricity bills from this app,in starting 1 or 2 times they offer me cash back but now nothing is there, if I want to transfer my money to bank they charge higher, disgusting app.... I Dnt give any star 0 star they deserve.....i click on 1 star b'coz without that, this app not allow me to post, disappointed...."
P r a k a s h,Rated 5 stars out of five stars,05-Jun-20,"Please bring back the wallet balance check where it was in the previous update, it's not at all easy in the new update... Please bring back the old feature of balance check in the next update...."
Prem Khondram,Rated 1 stars out of five stars,16-Jun-20,Useless apps to much amount deducted while tranfering from Paytm wallet to Paytm bank!!! After adding amount can't transfer to any other bank.
Sachin Kumar,Rated 1 stars out of five stars,24-Jun-20,Soon I would uninstall. Software in a week and hardware in a year. Used almost 7 years. Change software within a week and hardware in a year.
Nityush Raul,Rated 1 stars out of five stars,02-Jun-20,You cannot add money through master card or Visa debit cards anymore here to the savings account...so better to not open a savings account here if you have Mastercard and Visa debit card....!! They will charge you heavy fees to transfer that money from payment wallet to paytm bank account as almost 5%...!! The app was good before now it has degraded in customer satisfaction..!!
Bantei Nongrang,Rated 3 stars out of five stars,23-May-20,"It's a good app for me. I can do recharge and transfer money through this app. Only one thing, I found while using this app, and that is, it doesn't provide cashback, even though, I have done lots of transactions through this app. I think, it's better for me to find other apps who can provide cashback. If possible, please paytm improve your cashback."
yogesh khot,Rated 5 stars out of five stars,06-Jun-20,"Very nice money transfer app i like it really . i recomanded to everyone to use this app for money transfer , mobile recharge, for tv recharge , and many more. Thank you very much."
Topon Duwarah,Rated 2 stars out of five stars,27-Jun-20,I would give 5 star but the new version is annoying and although I have done many mobile recharge applying promo code I have never won any cash back😟 nor I got any discount
Anshuman Thakur,Rated 2 stars out of five stars,10-Jun-20,It is a good application but when I tried to add my debit card it shows null and something went wrong and my all details and otp is correct
Avishek Kumar,Rated 1 stars out of five stars,15-Jun-20,I was liking this app and I'd have given 5 star but one bad experience changed it to 1 star. I made an UPI payment and that got stuck for days. Balance got deducted from my account but it wasn't credited to recipient's account. This was the worst experience because we both had no other option and we had no more balance in the account and had to borrow money from others. I'd have given -1 star if the option was available. They should have issued refund but payment was in pending state for days.
Ravi Phalswal,Rated 1 stars out of five stars,22-Jun-20,latest update are very worst. I am not able to add money in my wallet. Please fix my problem.
Freelance fun,Rated 1 stars out of five stars,16-Jun-20,"Not able to give in minus , due to current interface. Fully fed up with interface , a big zero for new update"
Suresh Suresh,Rated 1 stars out of five stars,23-Jun-20,Dangerous App.. QR code you wont realise whether you are receiving money or sending your money and how much.. all bank and credit details are with them.. Very cheap quality products are selling..
Manikant Tamta,Rated 2 stars out of five stars,04-Jun-20,"I don't understand why you guys are imposing convenience charges while doing electricity recharge via paytm wallet, first you introduced this item, when people got used to it, needed the most in this crucial pandemic, you have started imposing charges, it could have been great if it had been notified before, are you showing the true face now? What is the use of paytm wallet if we have to pay charges, its better if we use other applications or make payment via bank a/c only! Disgusting!"
uttar kumar_ uk,Rated 1 stars out of five stars,31-May-20,"After your new update this app not working properly, issue with adding money to my Paytm bank account. In add money section only showing rupye card option,But i have mastercard. my mastercard which was already saved that is not showing now. And after that i am trying to adding money with my mastercard in rupay section then the app is saying system error or invalid card number. I am in trouble now, why you need this worst update ever. Before this update Paytm app was best for me but not now."
#DipeshLife Run,Rated 1 stars out of five stars,27-Jun-20,All apps increasing their features and paytm decrease their feature i didn't add money trought my master card debit card . I don't like it. Totally disgusting apk.ever i had seen.
Sumith Chowdhury,Rated 1 stars out of five stars,31-May-20,"This sucks now. Earlier it used to have so many nice cashback offers. Nowadays, it's just exists for namesake. No wonder people are more prone to phonepe & gpay these days as they offer more flexibility & greater rewards. Also, it consumes hell lot of space too with unnecessary functions. Junk piece of trash rubbish app. No use or whatsoever in terms of feasibility. All they know is to cheat their users in various ways to suck money out of them. They exploit common folks & blame everyone else!"
Garv bajaj,Rated 1 stars out of five stars,13-Jun-20,Your app is lagging a lot it takes longer time to open And whenever open passbook it never gets updated Plz optimize it I have tried 3 realme phones but the problem is same Realme u1 Realme 3 Realme 3pro Samsung A31
18_19_ Hemangini,Rated 5 stars out of five stars,05-Jun-20,"fast transfer to money,fast recharge, scanner is a very fast no time west like paytm. tikit booking lightbill so this app are so use full. emergency transfer. fast work are available is this app so i like this app.."
Raghu Nandan,Rated 1 stars out of five stars,12-Jun-20,Pathetic service. Charging 5% to transfer to my bank account. Never recommend this app. Phone pay is far better than this app. If there is negative rating I would have given negative rating
Harshit shahi,Rated 2 stars out of five stars,18-Jun-20,"Every 2nd day there is an update of 50 mb approx, this is ridiculous, we have to update the app too many times🙄🙄"
Md Salman,Rated 4 stars out of five stars,12-Jun-20,"Hi it is very useful and loans .So I am saying paytm developer and team when ever friends paying above 150 you can give a ""scratch card"" like Google pay .But Google pay link only bank account ...... thank you"
Pankaj,Rated 1 stars out of five stars,12-Jun-20,"In passbook section, why my paytm money (mutual fund) balance is showing?. I do not wanted my portfolio balance to be shown in paytm app. Please give a option to hide my mutual fund balance in ""passbook"" page."
Shailender Kumar,Rated 2 stars out of five stars,06-Jun-20,Paytm has Stoped the way to add money in Paytm payment Bank through Master cards/other debit cards except Rupay card only. Now it is causing very inconvinience..
Aadil Khan,Rated 1 stars out of five stars,24-Jun-20,Lots of bugs has formed after update. After complaining agent keep on saying to reinstall the app n all.
S V S,Rated 1 stars out of five stars,03-Jun-20,UPI transaction are still not displaying in history section. Every time you say to update app but didn't give solution
Subhodip Misra,Rated 1 stars out of five stars,15-Jun-20,Right after my purchase im unable to contact Paytm support team it's like a scam....every time i try to contact help it says check your internet connection...
Joy Janviour,Rated 3 stars out of five stars,20-Jun-20,"There Is No Problem In The Application, But Every 2 Weeks There Is A New Update Of The App Iam Really Fed Up With This Everytime I Have To Update The App Before Using It"
SɪɴɢH,Rated 1 stars out of five stars,25-Jun-20,Why pick QR from Gallery option removed ????? When we'll get back this feature ???
Manisha Acharya,Rated 4 stars out of five stars,13-Jun-20,Hey I am facing a problem right now my Paytm us not accepting any payment and even I am not able to check my bank balance and whenever I open it my network speed automatically goes down to 0 I don't know what is happy plz fix it .
Murugavel,Rated 4 stars out of five stars,06-Jun-20,"In earlier, i installed this app only for do recharge. But after they provide more features such as banking. I'm continuously keep this app on my phone.😀😝"
smileplease No Name,Rated 1 stars out of five stars,04-Jun-20,Pathetic service... No sla for any service resolution.. There 24*7 support mostly remain a one way communication (with few exceptions).. . You write your concern but do not get any response..example: Fastag activation pending for multiple weeks but no response. . Same is true for there other services
Dinesh Thakur,Rated 1 stars out of five stars,13-Jun-20,Very bad... version... We can't add money to paytm savings account by debit card... Very disappointing☹️☹️☹️ Plz...back that function to add money...
N K,Rated 1 stars out of five stars,09-Jun-20,Unable to report my problem on app as you have created a self declared list of issues...what if a user wants to write his/her issue that is not listed....well my problem is paytm app on my phone regularly showing a message that i have to re-register as i have changed my number...... but reality is i am using this sim for the last 14 years.and never changed it..please solve it otherwise i have to uninstall this app.
Anil Tiwari,Rated 1 stars out of five stars,03-Jun-20,The new update not working smoothly. Sometimes hangs in bank section.
Chetan Singh,Rated 1 stars out of five stars,12-Jun-20,...earlier...tappimg my Profile logo took me to overview of my details including my Wallet Balance. ...now...I don't know how do I check my wallet status and balance. UPDATE made UI useless.
aKsHaT ShArMa,Rated 3 stars out of five stars,03-Jun-20,Good experience but when updated to newer version ( add money to bank using master card will be removed plz solve this)
AJaJ Vahora,Rated 1 stars out of five stars,17-Jun-20,Bloody expensive app. Charges money everytime you transfer money to bank account from paytm wallet. This is bloody ridiculous.
PRANTIK GHOSAL,Rated 1 stars out of five stars,26-Jun-20,"Worst Ui in this update , not able to find the 'bank' option , not able to order a physical debit card through the app."
SONU SAH,Rated 4 stars out of five stars,13-Jun-20,"I really like it very much Because it makes very easy to make payments , mobile recharge, dish recharge, money transfer"
Shamik choudhury,Rated 3 stars out of five stars,11-Jun-20,"Even though usage is good, the helpdesk people are utterly rubish. They added my bank account to UPI without my permission, when I am trying to de-register, I don't get the option. My communication to helpdesk is revolving around in circles.. problem - screenshot - standard step to de-register - problem..... So, I decided to remove the app altogether."
pankaj bharti,Rated 1 stars out of five stars,27-May-20,"This application is good but removed the option of wallet, due to which a lot of my money was spent in it, And for that I had to transfer the money by giving me extra charges. And I can't even connect with their customer care, Therefore, now I will use this application very rarely."
DEEPAK KUMAR DUTTA,Rated 5 stars out of five stars,10-Jun-20,"Good APP, quick customer virtual support service within 24hrs, This is All in one APP for recharge, bill payment, banking, investment and many more."
